osm_id,osm_type,lat,lon,category,name,rrup_km,vs30,pga_g,mmi_label,damage_state
668563348,node,24.5005535,97.93082,place_of_worship,,176.3027970430623,494.0,0.03623581794241491,Light (IV-),none
670527592,node,24.459382,97.8860485,place_of_worship,,173.17521776647223,431.0,0.03923786524645097,Moderate (V),none
670531832,node,24.4551631,97.8890955,place_of_worship,,173.59957109478165,595.0,0.03417038530673641,Light (IV-),none
699563119,node,20.5170227,96.8977457,place_of_worship,Nga Phe Chaung Monastery,85.38168035921272,215.0,0.1018725809456841,Strong (VI),none
738190018,node,17.7964208,96.670733,school,No. ! Primary School,24.722519960136566,214.0,0.20973780832438185,Very Strong (VII),none
920067402,node,20.6588684,96.9306848,place_of_worship,Yadana Man Aung,90.25473993795491,226.0,0.09701444357954467,Strong (VI),none
942530917,node,20.6554355,96.930023,hospital,ညောင်ရွှေမြို့နယ်ဆေးရုံ,90.15091131410047,226.0,0.09708536789432391,Strong (VI),none
975687059,node,27.354092,95.315988,police,,77.08135192270602,787.0,0.06911749985743505,Moderate (V),none
975688512,node,27.3530362,95.3271364,place_of_worship,Kali Mandir,77.65381332843559,787.0,0.06875494986019513,Moderate (V),none
975754089,node,27.364888,95.319561,school,St. Xavier's Higher Secondary School,76.14421626939063,787.0,0.06972099684200944,Moderate (V),none
977293068,node,27.3591795,95.3262363,school,Madhya Zaloni Primary School,76.99787909294241,787.0,0.06917074757359026,Moderate (V),none
977421485,node,27.350833,95.331438,place_of_worship,Kamalabari Namghar,78.05544157362145,787.0,0.06850329412763824,Moderate (V),none
977423735,node,27.3344746,95.3284261,school,Tipling Ghat High School,79.57595902033538,787.0,0.06757017653438144,Moderate (V),none
978142418,node,27.330619,95.334356,school,Jatiyo Vidyalaya,80.21202010839151,787.0,0.06718878126216841,Moderate (V),none
980057167,node,27.1843431,94.9151069,police,,70.7286677179871,659.0,0.07886035109517309,Moderate (V),none
980057170,node,27.1833792,94.9138784,school,,70.74340896054862,659.0,0.07884879397493448,Moderate (V),none
980438475,node,27.1811149,94.9127707,place_of_worship,Hanuman Temple,70.88188463233797,659.0,0.07874042703814822,Moderate (V),none
980438482,node,27.183446,94.9138436,place_of_worship,Maa Kali Mandir,70.73538298457561,659.0,0.07885508582897169,Moderate (V),none
1012351078,node,27.3575,95.3177778,school,Paschim Zaloni L.P.School,76.81319953906343,787.0,0.06928890524706718,Moderate (V),none
1012407228,node,27.3530556,95.3219444,school,Rashtra Bhasha School,77.434743509142,787.0,0.06889315203072875,Moderate (V),none
1012408086,node,27.3522222,95.3225,place_of_worship,Duliajan Mosque,77.54185589024128,787.0,0.06882549622694376,Moderate (V),none
1013008756,node,27.3515144,95.3212398,place_of_worship,Central Naamghar,77.56039465541195,787.0,0.06881380265410408,Moderate (V),none
1013048393,node,27.3460873,95.3179461,clinic,Life Care Medical,77.96888111412433,787.0,0.06855734545937932,Moderate (V),none
1013078782,node,27.3543351,95.3453636,school,Kendriya Vidhyalaya,78.28530131966747,624.0,0.07502294903875471,Moderate (V),none
1013336624,node,27.3554833,95.3321189,school,Poorab Zaloni Primary School,77.61587832370834,787.0,0.06877883398644605,Moderate (V),none
1013465777,node,27.3937005,95.3180583,place_of_worship,Ghanta Mandir,73.18176567167299,787.0,0.071714802597251,Moderate (V),none
1014510606,node,27.4833465,95.358721,school,Kendriya Vidhyalaya,65.8617967804635,624.0,0.0846853569787486,Moderate (V),none
1014510616,node,27.4648038,95.3612101,hospital,St Luke Hospital,67.83144001877875,624.0,0.0829562080685885,Moderate (V),none
1014526717,node,27.4879061,95.3569119,police,Tinsukia Police Station,65.32743850264639,624.0,0.08516952603811258,Moderate (V),none
1014526726,node,27.4970136,95.3516507,hospital,Pinewood Hospital,64.19123224742631,624.0,0.08622144182982092,Moderate (V),none
1014526730,node,27.4894664,95.3509533,school,Bengali Girls High School,64.92134560485398,624.0,0.0855419445082398,Moderate (V),none
1014526763,node,27.4894253,95.3568437,school,Sarvajanin HS Valika Vidyalaya,65.17174839386229,624.0,0.08531184554515601,Moderate (V),none
1014526768,node,27.4889778,95.3583245,school,Budding Buds Senior Secondary School,65.27867881627981,624.0,0.08521403699826142,Moderate (V),none
1014526771,node,27.4858878,95.3578091,school,Tinsukia Railway High School,65.56800095648758,624.0,0.08495073869052251,Moderate (V),none
1014526775,node,27.4978415,95.3498054,school,Pinewood Residential School,64.03079629234044,624.0,0.08637249570573544,Moderate (V),none
1014526791,node,27.4897234,95.3556204,school,Adarsha Prarthamic Vidyalaya,65.09061405746097,624.0,0.08538623845200673,Moderate (V),none
1014538800,node,27.4941965,95.3648686,school,Bipin Bora Middle English School,65.02725303022764,767.0,0.07879673891468703,Moderate (V),none
1014538805,node,27.4938729,95.3648579,school,Gobardhan Gowenka Primary School,65.0593610050191,767.0,0.07876918668528743,Moderate (V),none
1014538808,node,27.4925976,95.3609741,hospital,Life Line Hospital - Tinsukia,65.02528662642355,624.0,0.0854462510214981,Moderate (V),none
1014538815,node,27.4940062,95.3644073,school,Bipin Bora High School,65.02711183737152,767.0,0.07879686012485204,Moderate (V),none
1014538822,node,27.4910178,95.3608239,school,Senairam Higher Secondary School,65.17794129085351,624.0,0.08530617359806775,Moderate (V),none
1015357912,node,27.496728,95.3653729,place_of_worship,Naamghar,64.79365991954775,767.0,0.07899788422160804,Moderate (V),none
1015801497,node,27.4882291,95.3369093,school,Holy Child School,64.45866557104526,787.0,0.07847628466386074,Moderate (V),none
1015801499,node,27.4974037,95.3422415,school,Sarbananda High School,63.758609466200355,624.0,0.08663022286062601,Moderate (V),none
1015801508,node,27.4991191,95.3587625,hospital,"L.G.B. Civil Hospital,Tinsukia",64.27674401312382,624.0,0.0861411891283605,Moderate (V),none
1015801510,node,27.4941647,95.3484441,hospital,Aditya Hospital,64.34377615396397,624.0,0.08607840465196932,Moderate (V),none
1015803367,node,27.4841651,95.387013,place_of_worship,Shivdham Mandir,66.96229259661189,767.0,0.07717637334438922,Moderate (V),none
1017387180,node,27.4840032,95.3944373,place_of_worship,Krishna Dham Mandir,67.28898164033735,862.0,0.07336448374580647,Moderate (V),none
1017387184,node,27.4856118,95.3504062,place_of_worship,Kali Mandir,65.28626311675366,624.0,0.08520710989997729,Moderate (V),none
1021860647,node,27.3648786,95.3124905,school,Lal Bahadur Shastri School,75.84949623336595,743.0,0.07156118582000114,Moderate (V),none
1024350424,node,27.4953869,95.3630611,place_of_worship,Tinsukia Buddha Vihar,64.83192693890982,767.0,0.0789648486533084,Moderate (V),none
1024362408,node,27.4937016,95.3610706,place_of_worship,Nepali Mandir,64.91825472259026,624.0,0.08554479407027407,Moderate (V),none
1024398608,node,27.4997924,95.3615642,school,Don Bosco High School,64.32614157067778,624.0,0.08609491113538523,Moderate (V),none
1025792261,node,27.4864192,95.3533583,school,Hindi English High School,65.32845755218227,624.0,0.08516859637931372,Moderate (V),none
1025792264,node,27.4889906,95.3522515,hospital,Dr. S.K.Dey Hospital,65.02348872833596,624.0,0.08544790407792147,Moderate (V),none
1029536422,node,27.3540669,95.3368649,school,DPS,77.95689974947625,787.0,0.0685648350808007,Moderate (V),none
1085807342,node,27.4793203,94.9206519,place_of_worship,Dibrugarh Church,44.60949918754021,659.0,0.10887773046165375,Strong (VI),none
1113260562,node,20.6607635,96.9257226,place_of_worship,တိမ်နန်းဘုရား,89.7614085470858,226.0,0.097352568542116,Strong (VI),none
1113309933,node,20.6844167,96.9317302,place_of_worship,Shwe Yan Bye Monastery,90.62634046304339,220.0,0.09750193779030156,Strong (VI),none
1113309944,node,20.6848449,96.9317892,place_of_worship,Shwe Yan Pyay,90.63685389125847,220.0,0.09749478711320056,Strong (VI),none
1137596688,node,20.6291861,96.879057,place_of_worship,,84.61111507216933,694.0,0.06807950936435365,Moderate (V),none
1137666402,node,20.5791873,96.9599588,place_of_worship,Monastery Mam Thouk Forest,92.4593327438667,614.0,0.06717031839408703,Moderate (V),none
1137690529,node,20.5816596,96.9525213,place_of_worship,,91.71570272317133,614.0,0.0675529572840525,Moderate (V),none
1177279838,node,21.194885,94.9010623,place_of_worship,,106.80211730643954,295.0,0.07827409085090752,Moderate (V),none
1177314205,node,21.1760499,94.879463,place_of_worship,"Easy climb, sunset was ok",109.1112843901342,284.0,0.07761272386153277,Moderate (V),none
1177314249,node,21.1796399,94.8763309,place_of_worship,Upali Thein,109.4210744505216,284.0,0.07739166973806494,Moderate (V),none
1177414642,node,21.1532704,94.8591905,place_of_worship,မနူဟာဘုရား Manuha Temple,111.2994499590363,262.0,0.0781705427037028,Moderate (V),none
1177499989,node,21.1270758,94.8503338,place_of_worship,လောကနန္ဒစေတီတော် / Lawkananda Pagoda,112.32044291258606,263.0,0.07735718261728065,Moderate (V),none
1185784840,node,18.760576,94.4436635,place_of_worship,,195.91001474514064,525.0,0.030721159477237206,Light (IV-),none
1188074492,node,19.2181392,98.4210921,place_of_worship,,224.1347762969737,517.0,0.025599223500653474,Light (IV-),none
1189230156,node,18.8548946,94.224363,place_of_worship,,216.96232863692669,240.0,0.036848413106377695,Light (IV-),none
1189230230,node,18.854032,94.2418895,place_of_worship,,215.15878218015973,267.0,0.03573536701459661,Light (IV-),none
1189230521,node,18.8678415,94.2420139,place_of_worship,,214.89367259688572,322.0,0.03318300743088685,Light (IV-),none
1189230925,node,18.8666369,94.2384085,place_of_worship,,215.28989581419884,322.0,0.033097596929812075,Light (IV-),none
1193840157,node,20.4450465,97.1380883,place_of_worship,Kakku,109.51146184494701,310.0,0.07501926000792046,Moderate (V),none
1193845579,node,20.4454435,97.13967,place_of_worship,Ashoka Stupa,109.67922818289192,310.0,0.0749025851066639,Moderate (V),none
1219376072,node,17.4746517,96.5219019,place_of_worship,,6.236491285624062,216.0,0.3768732326664774,Severe (VIII),slight
1219431724,node,17.3348419,96.4861772,place_of_worship,,2.0789975948982073,242.0,0.469755018809342,Severe (VIII),slight
1221374458,node,17.3204747,96.5126004,place_of_worship,Sein Tharlyaung,4.87218547181561,216.0,0.40228238037939557,Severe (VIII),slight
1221404455,node,17.0327219,96.37026,place_of_worship,,10.365808363645293,217.0,0.31564551997285667,Very Strong (VII),none
1221533545,node,17.165506,96.469902,place_of_worship,,0.273142520517014,260.0,0.4990882744661765,Severe (VIII),slight
1221563519,node,17.25353,96.5075396,place_of_worship,,4.3052064569260775,223.0,0.4165003968067618,Severe (VIII),slight
1225582672,node,17.3335563,96.4532981,place_of_worship,Shwegugale Paya,1.4054145157462716,276.0,0.49549201667942583,Severe (VIII),slight
1225582811,node,17.3320526,96.4448685,place_of_worship,Mahagi,2.2993426065917517,276.0,0.47936525583142914,Severe (VIII),slight
1226874607,node,20.1698142,94.9173247,place_of_worship,မြသလွန်စေတီတော်,112.94426127703547,328.0,0.07123668133526759,Moderate (V),none
1230366999,node,20.4342612,96.1443764,place_of_worship,,6.54181780141694,247.0,0.3792227562137751,Severe (VIII),slight
1230367062,node,20.4354126,96.1391144,place_of_worship,မဟာရွှေစည်းခုံဘုရား,6.009678205939899,247.0,0.389547694588722,Severe (VIII),slight
1230779836,node,20.4271821,96.1485295,place_of_worship,မင်းသမီးဘုရား,6.894698316119791,247.0,0.37263691943475996,Severe (VIII),slight
1230781280,node,20.427227,96.1494618,place_of_worship,,6.991693825361955,247.0,0.3708634668378027,Severe (VIII),slight
1234737563,node,22.6205962,97.2970903,place_of_worship,,136.27606923142415,350.0,0.056779895818539,Moderate (V),none
1234737572,node,22.6155991,97.2985681,place_of_worship,Immanuel Baptist Church,136.36545181120036,350.0,0.05673799479949841,Moderate (V),none
1236323283,node,18.8182747,95.222612,place_of_worship,Sel Htet Gyi Pagoda,113.9884609072884,288.0,0.07388609272840835,Moderate (V),none
1236329808,node,18.8206786,95.2189604,place_of_worship,,114.32508976528347,288.0,0.07366287050580748,Moderate (V),none
1237366770,node,18.9123633,95.3853503,place_of_worship,,95.4389524862356,217.0,0.09472753073762018,Strong (VI),none
1241045415,node,18.8156157,95.2278619,place_of_worship,,113.49038535330482,288.0,0.0742183215408885,Moderate (V),none
1241050091,node,18.8164583,95.2304001,place_of_worship,,113.21196189909378,288.0,0.07440505886433707,Moderate (V),none
1241086553,node,18.7635546,95.2774697,place_of_worship,Aung Myay Bar Hu Pagoda,109.27711299372352,361.0,0.07118157335301668,Moderate (V),none
1241086898,node,18.7861533,95.2856143,place_of_worship,Bawbawgyi Pagoda,108.01392210625018,361.0,0.07203744804750603,Moderate (V),none
1241116984,node,18.8280111,95.2000264,place_of_worship,Shwe Bone Thar Pagoda,116.16117537920998,386.0,0.06513114803570186,Moderate (V),none
1242075799,node,18.8951674,95.2993358,place_of_worship,,104.66744105275494,204.0,0.08968469132241724,Moderate (V),none
1247153543,node,17.0064393,97.3494091,place_of_worship,,93.55199701593845,320.0,0.0849559171807987,Moderate (V),none
1251452137,node,22.9546427,97.7614368,place_of_worship,Mans Pagoda - ၽြႃးဝၢၼ်ႈသူႈ,189.2114859617003,402.0,0.03600573800138481,Light (IV-),none
1252639797,node,22.95828,97.7376621,place_of_worship,yang aung myin (ရန္ေအာင္ျမင္ဘုရား),186.78156110875466,402.0,0.036624126408817695,Light (IV-),none
1252655168,node,22.9330713,97.7301376,place_of_worship,,186.01299113241893,462.0,0.03475350786486246,Light (IV-),none
1252664702,node,22.9195488,97.7380515,place_of_worship,Su Taung Pyae Pagoda,186.7830665192926,473.0,0.03422515130541891,Light (IV-),none
1254218947,node,22.9212954,97.7425553,place_of_worship,Nagar Yone Pagoda,187.27625603740117,473.0,0.03410602383948006,Light (IV-),none
1255279244,node,22.9358619,97.7558447,place_of_worship,,188.64064520392725,473.0,0.03377944378530043,Light (IV-),none
1255504032,node,22.1363507,95.1486168,place_of_worship,,79.1234587420633,226.0,0.1054224887964471,Strong (VI),none
1256618791,node,22.0794213,95.2841662,place_of_worship,Aung Sakkya Pagoda,65.21457982026385,378.0,0.10221826985701517,Strong (VI),none
1256640417,node,21.8381849,95.2420546,place_of_worship,,69.6717318688777,228.0,0.11387860442739266,Strong (VI),none
1256640490,node,21.8396183,95.2433953,place_of_worship,,69.53285246338116,228.0,0.11401993204083287,Strong (VI),none
1256682234,node,22.0813546,95.1600998,place_of_worship,,77.97488177946477,241.0,0.10453060811928123,Strong (VI),none
1256696590,node,21.8600438,95.4390343,place_of_worship,,49.3678176370522,234.0,0.13976394475895668,Strong (VI),none
1256732636,node,21.8240306,95.1795168,place_of_worship,,76.12324595736226,245.0,0.10564699818601869,Strong (VI),none
1256733004,node,21.8236401,95.1798573,place_of_worship,ဒေါင်းဘုရား,76.08837892041886,245.0,0.10567772748544209,Strong (VI),none
1256794280,node,22.083066,95.1668336,place_of_worship,,77.28126588690918,226.0,0.10699181033475036,Strong (VI),none
1256804149,node,22.1123802,95.14541,place_of_worship,,79.46742565362554,245.0,0.10279770555245112,Strong (VI),none
1256813227,node,22.1281171,95.1233549,place_of_worship,မြို့ရာပြည့်စေတီတော်,81.72586945715611,251.0,0.10026877620318922,Strong (VI),none
1256820603,node,22.1117099,95.1373502,place_of_worship,Phaya Ni pagoda,80.29666262486273,265.0,0.09979377956093177,Strong (VI),none
1256820609,node,22.1144747,95.1294416,place_of_worship,ရွှေစည်းခုံစေတီ,81.10827746312772,251.0,0.10075730735733392,Strong (VI),none
1256820651,node,22.111817,95.1381465,place_of_worship,,80.21471000647051,245.0,0.10218639414647208,Strong (VI),none
1256829805,node,22.1062324,95.1334078,place_of_worship,,80.7053859285034,265.0,0.09946717722563518,Strong (VI),none
1256832548,node,22.2113749,95.1842189,place_of_worship,,75.42035771589917,275.0,0.10276628742437649,Strong (VI),none
1256881245,node,22.1892784,95.1017016,place_of_worship,,83.91399045538016,224.0,0.10184268722635963,Strong (VI),none
1256881269,node,22.1925707,95.0904825,place_of_worship,,85.06498900190256,224.0,0.10097169359319993,Strong (VI),none
1257926333,node,21.3690643,95.5529745,place_of_worship,,38.75445774406032,282.0,0.15530182302481976,Strong (VI),none
1258096376,node,21.4524052,95.3812396,place_of_worship,နှစ်ကျိတ်ရှစ်ဆူဘုရား,56.19791932325979,262.0,0.1256211817539026,Strong (VI),none
1258352896,node,21.6473357,95.4159284,place_of_worship,Shwe-Zi-Gon Pagoda,51.917012543174,278.0,0.12999780176022532,Strong (VI),none
1258482762,node,21.4565613,95.4054347,place_of_worship,မဟာဗောဓိတထောင်ဓာတ်တော်တိုက်စေတီတော်,53.68443780738977,281.0,0.12692448768705178,Strong (VI),none
1258507842,node,21.4594753,95.3850054,place_of_worship,,55.78352254748136,262.0,0.12620416445212185,Strong (VI),none
1262239116,node,17.2610967,95.5806539,place_of_worship,,93.94105378721936,218.0,0.09555667118998293,Strong (VI),none
1262242473,node,17.6448183,95.4577941,place_of_worship,Ngar Myat Nhar Pagoda,104.48666991876412,226.0,0.08716851490896485,Moderate (V),none
1262252860,node,17.6532008,95.4622494,place_of_worship,Pyi Lone Kat Kyaw (or) U Par Ye Pagoda,103.93862888641972,226.0,0.08760827379236244,Moderate (V),none
1268635757,node,20.9080583,94.7963091,place_of_worship,ရွှေမင်းဝံစေတီတော်,118.7941854125776,302.0,0.0696169446242138,Moderate (V),none
1268643461,node,20.9074582,94.7966198,place_of_worship,ရွှေလွန်းပင် (နောင်တော်ကြီး) စေတီတော်,118.76440053945434,302.0,0.06963524901127349,Moderate (V),none
1268836764,node,20.8892705,94.8247376,place_of_worship,Aye Zaydi,115.92300360026076,370.0,0.06632086788762942,Moderate (V),none
1268975569,node,20.0104739,95.5472632,place_of_worship,ရွှေအင်းတောင်စေတီတော်,48.97282717502555,246.0,0.13888619462672874,Strong (VI),none
1268990538,node,20.3561881,95.4009461,place_of_worship,,60.99607759192695,263.0,0.11919750055485179,Strong (VI),none
1269132424,node,20.019822,95.5639225,place_of_worship,ရတနာပင်စည်ဘုရား,47.155415356491886,264.0,0.1398143773860875,Strong (VI),none
1269132804,node,20.0182593,95.5495079,place_of_worship,ထူပါရုံစေတီတေ်,48.668270756833806,246.0,0.13941479710997554,Strong (VI),none
1269145655,node,20.0130278,95.5508006,place_of_worship,,48.58170275213129,246.0,0.13956595389184545,Strong (VI),none
1271289511,node,21.1610221,95.8537714,place_of_worship,ဓါတ်တော်စေတီ,8.357980511430386,270.0,0.34957641315541343,Severe (VIII),slight
1271289731,node,21.166601,95.8457257,place_of_worship,ရွှေစည်းခုံစေတီ,9.172097189243955,276.0,0.33669370296548046,Very Strong (VII),none
1271289741,node,21.1683946,95.8520894,place_of_worship,,8.5077599891688,276.0,0.3474023327942833,Severe (VIII),slight
1271327257,node,19.867487,96.2572974,place_of_worship,,10.926564451803625,343.0,0.30847902949197464,Very Strong (VII),none
1273293675,node,20.1695362,94.9247427,place_of_worship,,112.17645803473974,328.0,0.07174066088737666,Moderate (V),none
1275648366,node,20.5933111,95.414344,place_of_worship,,57.427518104455494,286.0,0.12102861543895978,Strong (VI),none
1275651931,node,20.7032181,95.511172,place_of_worship,,46.397310222571505,302.0,0.13653016922822506,Strong (VI),none
1275843702,node,22.9374843,97.7704761,place_of_worship,Sait Ta Thu Kha Pagoda,190.13614514237972,533.0,0.03177971745325331,Light (IV-),none
1276837809,node,19.4150566,95.2431645,place_of_worship,,97.97849349445131,297.0,0.08448016491492995,Moderate (V),none
1276837841,node,19.4142542,95.2415427,place_of_worship,,98.16762603962458,297.0,0.08437210886308513,Moderate (V),none
1276837900,node,19.4135814,95.2417986,place_of_worship,,98.16486534645597,297.0,0.08437368370263994,Moderate (V),none
1277156527,node,20.4637572,94.8748416,place_of_worship,,114.54584718692303,365.0,0.06750312036616578,Moderate (V),none
1277156602,node,20.4639787,94.8747606,place_of_worship,,114.55212867056458,365.0,0.06749923169981313,Moderate (V),none
1282726463,node,17.9909734,95.70729,place_of_worship,,74.80240262064301,212.0,0.11101187621483387,Strong (VI),none
1284453003,node,22.3903524,97.7435978,place_of_worship,,181.37045488720295,328.0,0.04132869896430025,Moderate (V),none
1286571996,node,19.5729971,96.2467321,place_of_worship,,5.191855210700844,244.0,0.4054749322556329,Severe (VIII),slight
1286646065,node,19.209037,96.3535477,place_of_worship,Mal Dat Kal Pagoda,9.82684165974652,214.0,0.321948221714074,Very Strong (VII),none
1290253981,node,17.1511032,96.2708136,place_of_worship,Kyeik Day Stoe Temple(က်ိဳက္ေဒးစတိုးေစတီေတာ္),20.849673035669824,234.0,0.22780496113890503,Very Strong (VII),none
1290257885,node,17.1580146,96.4836799,place_of_worship,,1.7308080529506769,253.0,0.4808652381352527,Severe (VIII),slight
1321567789,node,21.9951712,96.4699923,place_of_worship,,49.91589976154743,344.0,0.1256084803046456,Strong (VI),none
1323770286,node,22.6156061,97.2994634,place_of_worship,Catholic Church,136.45664640230768,350.0,0.056695292159476,Moderate (V),none
1323770297,node,22.6153344,97.2933986,place_of_worship,Standing Buddha,135.83621080353387,350.0,0.05698677247156174,Moderate (V),none
1323840062,node,22.6247128,97.2940151,place_of_worship,,136.01536176336586,350.0,0.05690237675975211,Moderate (V),none
1323840125,node,22.6173421,97.3006338,fire_station,,136.5966313350906,350.0,0.05662983681498579,Moderate (V),none
1323840182,node,22.6188502,97.2982664,place_of_worship,Hsipaw Christ Canaan Church,136.37414525079114,350.0,0.056733921941343794,Moderate (V),none
1450529859,node,24.3485837,97.9295369,place_of_worship,Pagoda,180.76063084507868,374.0,0.03936692133347445,Moderate (V),none
1454746895,node,20.7834318,96.995286,place_of_worship,,98.2104683104894,438.0,0.07342991155330653,Moderate (V),none
1474030194,node,24.2484007,97.8864871,place_of_worship,景罕佛塔,179.57964176696294,330.0,0.04175486694651402,Moderate (V),none
1596427966,node,21.9955909,96.1150395,place_of_worship,Schwe Si Yek Thar,13.441267946158098,222.0,0.28279650722547967,Very Strong (VII),none
1596460268,node,21.9886878,96.114452,place_of_worship,India Yarma Taik,13.336624989834055,222.0,0.2837972989124899,Very Strong (VII),none
1596460273,node,21.9854658,96.1146283,place_of_worship,Inn Khan Tail,13.334070330729498,204.0,0.282666095369461,Very Strong (VII),none
1596460288,node,21.9841193,96.1146199,place_of_worship,Salin Kyaung Taik စလင်းကျောင်းတိုက်,13.324569085328008,204.0,0.2827535070291636,Very Strong (VII),none
1596460298,node,21.9895595,96.1149556,place_of_worship,Schwe Gu Taik,13.39396074932437,222.0,0.2832478841293015,Very Strong (VII),none
1596460308,node,21.9866643,96.1148045,place_of_worship,Tagaung Taik,13.359863405328124,204.0,0.282429132495396,Very Strong (VII),none
1614752178,node,21.1582965,94.8893234,place_of_worship,Pyathada Paya,108.1614770212106,304.0,0.07648812106323868,Moderate (V),none
1637534251,node,20.6226141,96.547787,place_of_worship,နှီးဘုရားကြီး (ကလော),50.2949448207721,425.0,0.11698671985960898,Strong (VI),none
1694613480,node,21.8481863,95.9682424,place_of_worship,Bagaya Monastery,1.85209814821078,232.0,0.4683685849442437,Severe (VIII),slight
1727357881,node,17.3247986,96.5056728,place_of_worship,Yan Pyay Man Pyay (Snake),4.140084909187074,248.0,0.4293492192935807,Severe (VIII),slight
1727769680,node,17.3379395,96.4624071,place_of_worship,​ေရႊသာ​ေလ်ာင္​း ဘုရား,0.4381187891341128,263.0,0.4998193426597791,Severe (VIII),slight
1727769700,node,17.3352506,96.4889778,place_of_worship,St. Joseph Catholic Church,2.3759334936033145,248.0,0.467035215016999,Severe (VIII),slight
1728241586,node,17.3340604,96.4786524,place_of_worship,Chinese Temple,1.281318405635485,242.0,0.4819209981590658,Severe (VIII),slight
1728241587,node,17.3359367,96.4820564,fire_station,No. (2) Fire Station,1.6428864673348347,242.0,0.4769268044019092,Severe (VIII),slight
1728241598,node,17.3415817,96.4797734,place_of_worship,Kya Khat Wain Kyaung Daik (Monastery),1.4036652453993936,229.0,0.4730975726332943,Severe (VIII),slight
1728241602,node,17.3395376,96.4796015,school,Primary School,1.3844819437595393,229.0,0.47334141239401406,Severe (VIII),slight
1734950789,node,20.6132666,96.9455355,place_of_worship,Monastery Myathin Ten,91.31944063634688,449.0,0.07648850341269194,Moderate (V),none
1735080706,node,20.4973309,96.646233,school,,59.15397797116613,353.0,0.11151111457360742,Strong (VI),none
1735080820,node,20.4997255,96.6890488,school,,63.60921340515734,470.0,0.09640637674077544,Strong (VI),none
1735129244,node,20.5046529,96.8379575,place_of_worship,Monastery,79.0675738577938,324.0,0.0946242365534943,Strong (VI),none
1735130873,node,20.5512224,96.8417776,place_of_worship,,79.94714566418718,283.0,0.09808939614089224,Strong (VI),none
1735144728,node,20.6211144,96.5576773,place_of_worship,ရွှေဉမင် စေတီတော်,51.301585504875426,425.0,0.11544520049267386,Strong (VI),none
1735144740,node,20.4612431,96.8436441,place_of_worship,,79.20418984156395,380.0,0.08954232950485123,Moderate (V),none
1735334462,node,22.6220152,97.3005582,school,english teaching,136.6464753868743,350.0,0.05660655768339255,Moderate (V),none
1735335721,node,22.6106634,97.2996277,place_of_worship,မဟာမြတ်မုနိဘုရား,136.41534642960207,438.0,0.05194955451259741,Moderate (V),none
1735345207,node,22.630672,97.2977299,place_of_worship,Bamboo Monastery,136.47083206415815,350.0,0.056688653938766057,Moderate (V),none
1735345211,node,22.6304362,97.2969699,place_of_worship,Madaya Shwekyaung,136.39047563695385,350.0,0.05672627237619203,Moderate (V),none
1735345212,node,22.6305671,97.2967326,place_of_worship,Monastery,136.36810893129012,350.0,0.05673674989775578,Moderate (V),none
1735345214,node,22.6304414,97.2975433,place_of_worship,Old Stupas,136.44880340583413,350.0,0.056698962812760496,Moderate (V),none
1735345266,node,22.6280547,97.3027918,place_of_worship,,136.95072394271804,350.0,0.05646477237823624,Moderate (V),none
1735495857,node,18.4708621,97.9586802,place_of_worship,Wat Mae Pang,162.94146170785567,476.0,0.040652217264593005,Moderate (V),none
